이름,성별,전화번호,나이,현재 체중,목표 체중,키,회원 가입일,회원 정보 갱신일,흡연 여부,음주 여부,가입 개월 수,개인상담 요청
강승윤,여성,01056493785,32,60,59,0,2018년 01월 19일,2018년 02월 19일,아니오,월 2회,0개월,예
허지빈,여,010-4677-4493,30,0,0,166,2018년 02월 24일,2018년 02월 24일,아니오,안 마심,0개월,아니요
장차민,남,01038696389,32,84kg,82kg,176,2018년 01월 12일,2018년 01월 12일,아니오,주 1회,0개월,아니요
류윤도,male,010-6877-4535,36,0,0,178,2018년 01월 03일,2018년 02월 08일,아니오,주 1회,0개월,아니요
안서진,여,010-9742-6552,37,0,0,175 cm,2018년 02월 18일,2018년 02월 18일,아니오,안 마심,0개월,아니요
정승현,남,010-9944-5263,34세,0,0,174,2018년 01월 28일,2018년 03월 11일,예,월 1회,0개월,아니요
장지율,남성,010-7879-4758,26,80,71,176,2018년 01월 19일,2018년 01월 19일,아니오,주 1회,0개월,아니요
유슬희,여,01084361125,25,61,57,171,2018년 02월 18일,2018년 05월 12일,아니오,주 1회,3개월,아니요
오성빈,male,01065688669,38,79 kg,78 kg,176,2018년 01월 14일,2018년 01월 14일,예,안 마심,0개월,아니요
한예찬,남성,010-4998-7385,32,78,77,172,2018년 01월 18일,2018년 01월 18일,아니오,주 1회,0개월,아니요
권예찬,남,01034654117,39,77,68,179 cm,2018년 01월 14일,2018년 01월 14일,아니오,주 1회,6개월,아니요
손슬미,여성,010-9167-9762,29,61,60,160,2018년 01월 23일,2018년 01월 23일,아니오,월 2회,0개월,아니요
류민진,남성,010-3561-8532,,80,71,173,2018년 02월 09일,2018년 04월 13일,아니오,월 2회,0개월,아니요
백준우,남,010-4769-8332,31,0,0,173,2018년 02월 04일,2018년 02월 04일,아니오,안 마심,0개월,아니요
조민기,남성,010-9713-8435,31,85,80,177,2018년 01월 11일,2018년 01월 11일,아니오,주 1회,0개월,아니요
배준아,남성,010-2589-2949,36,79,78,169 cm,2018년 02월 09일,2018년 02월 09일,예,월 2회,0개월,아니요
유서현,여성,010-1526-4994,24세,56,53,168cm,2018년 02월 20일,2018년 02월 20일,아니오,주 1회,0개월,아니요
오설아,여성,010-9825-9272,24,58,51,166,2018년 01월 27일,2018년 01월 27일,아니오,월 2회,0개월,아니요
허설아,여성,010-1777-9822,38,58,51,167,2018년 01월 17일,2018년 01월 17일,아니오,주 2회,0개월,아니요
문시율,남성,010-1677-8171,31,75 kg,68 kg,187,2018년 02월 12일,2018년 04월 06일,아니오,월 2회,0개월,아니요
장수인,여성,010-3142-9645,33,62,57,168,2018년 01월 11일,2018년 01월 11일,아니오,월 1회,0개월,아니요
윤채연,여,010-9649-4645,30,55,48,169,2018년 02월 28일,2018년 02월 28일,아니오,월 1회,0개월,아니요
강도윤,남성,010-4625-5891,37,124,115,176,2018년 01월 06일,2018년 01월 06일,아니오,월 1회,0개월,아니요
문수연,여,010-9925-2754,34,58,48,168,2018년 02월 21일,2018년 02월 21일,아니오,월 2회,0개월,아니요
장시율,남성,010-8477-4652,42세,86,78,175,2018년 01월 01일,2018년 01월 01일,아니오,월 2회,0개월,아니요
안성수,남,010-2855-6425,36 세,0,0,0,2018년 01월 17일,2018년 01월 17일,예,월 2회,0개월,아니요
서승우,남성,unknown,30,80,71,169,2018년 01월 28일,2018년 04월 28일,아니오,월 1회,6개월,아니요
유소희,FEMALE,010-3626-1132,33,63,57,0,2018년 01월 19일,2018년 02월 01일,아니오,주 1회,0개월,아니요
유슬지,여성,01013938228,33,57kg,47kg,167,2018년 01월 14일,2018년 01월 14일,아니오,주 1회,0개월,아니요
황소영,female,01041149553,27,61 kg,52 kg,171,2018년 02월 21일,2018년 02월 21일,아니오,주 1회,0개월,아니요
배은준,Male,010-2392-1258,28,86kg,80kg,174,2018년 02월 23일,2018년 04월 13일,예,월 1회,0개월,아니요
박준후,남성,010-8145-6768,7,84,74,176,2018년 01월 21일,2018년 01월 21일,예,안 마심,6개월,아니요
백은찬,남성,010-9113-5653,34,76,69,179,2018년 02월 18일,2018년 02월 18일,아니오,월 2회,3개월,아니요
류지빈,여성,01095524561,33,58,53,164,2018년 01월 04일,2018년 01월 04일,아니오,주 1회,3개월,예
허초윤,여성,010-3759-8362,32,62,59,169,2018년 01월 15일,2018년 01월 15일,아니오,월 2회,0개월,아니요
윤채안,여,01038369199,27,58,54,165,2018년 01월 13일,2018년 01월 13일,아니오,월 1회,3개월,아니요
장지현,여,010-6812-2762,30,0,0,0,2018년 01월 07일,2018년 01월 15일,예,주 1회,12개월,아니요
류장우,남,010-6417-3988,33,79,70,179,2018년 01월 02일,2018년 01월 02일,아니오,주 1회,0개월,아니요
박주환,남성,unknown,39 세,81,80,165,2018년 01월 18일,2018년 01월 18일,아니오,월 1회,0개월,아니요
양슬빈,여성,010-5565-1379,25,0,0,171,2018년 01월 01일,2018년 02월 19일,아니오,월 1회,0개월,아니요
유서진,남성,01028761229,45,82kg,74kg,178,2018년 01월 05일,2018년 01월 05일,예,안 마심,0개월,아니요
배소정,여성,unknown,38,65,55,168,2018년 02월 28일,2018년 02월 28일,아니오,월 1회,0개월,아니요
한대훈,male,010-1447-8693,38,0,0,170,2018년 01월 09일,2018년 01월 09일,아니오,월 2회,0개월,아니요
신은찬,남성,01045182399,33,0,0,182,2018년 02월 01일,2018년 02월 22일,아니오,월 1회,0개월,아니요
배슬지,여성,010-1565-2415,37,61,53,172,2018년 02월 08일,2018년 02월 08일,아니오,월 1회,0개월,아니요
이서윤,female,01056893998,25,57,56,167,2018년 01월 18일,2018년 01월 18일,예,주 2회,0개월,아니요
류윤도,남성,01069926666,,79,76,174,2018년 01월 06일,2018년 03월 18일,예,월 2회,0개월,아니요
허재호,남,01085271593,38,84 kg,83 kg,177,2018년 01월 17일,2018년 01월 17일,아니오,안 마심,0개월,아니요
서채하,여,010-7477-4521,38,65 kg,64 kg,167,2018년 01월 16일,2018년 01월 16일,아니오,월 1회,0개월,아니요
황서환,남,010-2348-8511,32,77,69,177 cm,2018년 01월 05일,2018년 01월 05일,예,월 2회,0개월,아니요
조승현,MALE,01085968581,28,78,71,175,2018년 01월 17일,2018년 04월 04일,아니오,월 1회,3개월,아니요
백재원,남성,010-3453-1284,29,77kg,70kg,180,2018년 01월 23일,2018년 01월 23일,아니오,주 1회,0개월,아니요
강세율,여,010-1445-9667,,0,0,165,2018년 02월 13일,2018년 02월 13일,아니오,월 2회,3개월,아니요
유승후,남성,010-7229-5924,37,76,72,183cm,2018년 02월 10일,2018년 02월 10일,예,주 1회,0개월,아니요
서서희,여,010-2882-7488,34,61kg,52kg,0,2018년 01월 10일,2018년 01월 10일,아니오,월 2회,3개월,예
안연후,남성,010-3333-9181,40,0,0,177,2018년 02월 20일,2018년 02월 20일,예,월 1회,0개월,아니요
이서우,여성,010-6151-6898,27,60,59,169cm,2018년 02월 06일,2018년 02월 06일,아니오,월 1회,6개월,예
조솔윤,여성,010-3223-8491,27,58,48,167,2018년 02월 20일,2018년 04월 12일,아니오,월 2회,0개월,예
유서안,여성,010-5657-4787,,59,53,0,2018년 01월 16일,2018년 01월 16일,예,안 마심,3개월,아니요
장 시민,Male,01073852239,41,80 kg,78 kg,183,2018년 01월 08일,2018년 01월 08일,아니오,안 마심,12개월,아니요
유대영,남,010-3691-9791,5,82 kg,78 kg,176 cm,2018년 01월 28일,2018년 01월 28일,아니오,주 2회,0개월,아니요
최준혁,남성,unknown,41,80,79,185,2018년 02월 12일,2018년 02월 12일,예,월 1회,3개월,아니요
윤효준,남성,01016733117,41,78,73,179 cm,2018년 01월 23일,2018년 01월 23일,아니오,주 1회,12개월,아니요
이찬호,남성,010-7654-8857,81,81,73,175 cm,2018년 01월 28일,2018년 05월 04일,아니오,월 2회,0개월,아니요
황은후,남성,010-9753-1132,36,77,68,176,2018년 02월 25일,2018년 05월 12일,아니오,월 1회,0개월,아니요
류이안,Male,010-8518-4455,44,79,69,173cm,2018년 02월 23일,2018년 02월 23일,아니오,월 2회,0개월,아니요
서장우,남성,010-9144-8185,29,79,75,184,2018년 01월 12일,2018년 01월 12일,아니오,주 1회,0개월,아니요
서영재,남,010-2274-9934,21,84,79,186,2018년 02월 25일,2018년 02월 25일,아니오,주 1회,12개월,아니요
고수지,여성,010-2821-1655,32,64,61,168,2018년 01월 13일,2018년 01월 13일,아니오,월 2회,3개월,예
류은진,남,010-1918-4628,39,84,83,168,2018년 02월 24일,2018년 02월 24일,아니오,주 2회,0개월,아니요
오서윤,여성,010-4232-8532,28,58,49,171 cm,2018년 01월 15일,2018년 01월 15일,아니오,월 2회,0개월,아니요
전수인,여성,01083558862,30,61,51,171,2018년 01월 15일,2018년 01월 15일,아니오,주 2회,3개월,아니요
윤호영,남성,01032427476,42,76kg,74kg,179,2018년 02월 09일,2018년 02월 09일,예,주 1회,0개월,아니요
송슬희,여,010-2373-7484,32,57,52,172,2018년 01월 17일,2018년 01월 17일,예,월 1회,0개월,아니요
양윤찬,남,unknown,34,80,71,173,2018년 01월 18일,2018년 03월 31일,예,월 2회,3개월,아니요
고동연,남,unknown,34,84 kg,77 kg,185,2018년 02월 21일,2018년 03월 03일,아니오,주 1회,0개월,아니요
박슬아,female,01076463479,38,56 kg,53 kg,161,2018년 01월 16일,2018년 01월 16일,아니오,월 2회,0개월,아니요
박윤진,남성,01071266685,44,81,74,173,2018년 01월 08일,2018년 01월 08일,아니오,월 2회,0개월,아니요
배대윤,남성,010-9441-9736,40,29,23,177,2018년 01월 02일,2018년 01월 24일,아니오,주 2회,0개월,아니요
황세안,female,010-6797-7888,35,62,54,158,2018년 02월 02일,2018년 02월 02일,아니오,주 1회,3개월,아니요
정이훈,남성,010-5977-7443,44,83,76,178,2018년 02월 28일,2018년 02월 28일,예,주 1회,0개월,아니요
최영준,남,01068452183,34,141,134,183cm,2018년 01월 18일,2018년 02월 09일,아니오,월 1회,3개월,아니요
전윤일,male,010-3775-1226,42,75,72,175 cm,2018년 01월 18일,2018년 01월 18일,아니오,월 2회,0개월,아니요
허승혜,여성,010-1168-6551,34,61,59,169,2018년 01월 15일,2018년 04월 20일,아니오,월 2회,0개월,아니요
송유현,남성,010-7946-9345,33,82,76,174,2018년 02월 08일,2018년 02월 08일,아니오,주 1회,3개월,아니요
박윤규,남,010-5171-9461,34,77 kg,67 kg,165,2018년 02월 16일,2018년 02월 16일,아니오,월 1회,0개월,아니요
백윤진,남성,01033534562,47,78,75,176,2018년 02월 19일,2018년 03월 25일,예,안 마심,0개월,아니요
백도원,남,010-8463-7854,34,81kg,79kg,0,2018년 01월 09일,2018년 01월 09일,아니오,주 1회,6개월,아니요
고채혁,남,01087223879,36,80 kg,77 kg,0,2018년 02월 25일,2018년 02월 25일,예,주 2회,0개월,아니요
백유상,male,unknown,,0,0,178cm,2018년 01월 28일,2018년 01월 28일,아니오,주 1회,3개월,아니요
임채솔,여성,010-7596-7923,35,129,125,170,2018년 01월 23일,2018년 01월 23일,아니오,월 2회,0개월,예
김동인,남성,010-2293-6511,29세,80,71,169,2018년 01월 26일,2018년 03월 24일,아니오,주 1회,0개월,예
이소민,여,010-3945-3339,23,60,57,110,2018년 02월 28일,2018년 02월 28일,아니오,주 2회,3개월,아니요
박채슬,여성,01048743555,,58,51,159,2018년 01월 26일,2018년 01월 26일,예,월 2회,3개월,예
백은률,남,010-2839-2351,34,79,72,174,2018년 01월 10일,2018년 03월 07일,아니오,주 1회,0개월,아니요
류동후,남,010-6243-4167,38,78,71,169,2018년 02월 21일,2018년 02월 21일,아니오,월 2회,3개월,아니요
손세아,여,010-4584-1991,30,59,52,169,2018년 01월 21일,2018년 01월 21일,아니오,주 2회,3개월,아니요
전선아,여성,unknown,39,60kg,53kg,0,2018년 01월 19일,2018년 04월 09일,아니오,안 마심,3개월,아니요
백승혜,여성,010-4772-7533,34,0,0,170,2018년 01월 17일,2018년 01월 17일,아니오,주 1회,0개월,아니요
고지선,여성,unknown,24,57,47,169,2018년 02월 03일,2018년 02월 03일,아니오,월 2회,0개월,아니요
강동후,남성,010-8347-1666,,77,71,181cm,2018년 02월 03일,2018년 03월 20일,아니오,주 1회,0개월,아니요
한성현,남성,010-5949-4323,40,79,75,173 cm,2018년 01월 03일,2018년 01월 06일,아니오,월 1회,3개월,아니요
임현우,남성,unknown,38,143,134,172,2018년 01월 12일,2018년 01월 12일,아니오,월 2회,0개월,아니요
송초현,여,010-3239-9513,26,57,49,165,2018년 02월 01일,2018년 02월 01일,아니오,주 2회,0개월,아니요
안대규,남,01076777624,,76,72,183,2018년 01월 11일,2018년 01월 11일,아니오,주 1회,12개월,아니요
한서우,여성,unknown,,62,56,163 cm,2018년 02월 27일,2018년 02월 27일,예,주 1회,0개월,아니요
한준완,남,010-2882-3349,40,73,65,182,2018년 01월 01일,2018년 01월 01일,예,안 마심,0개월,예
조수애,여성,01067469669,,61,54,164,2018년 01월 04일,2018년 01월 04일,아니오,월 2회,6개월,아니요
안윤오,남성,010-7995-8867,32,78kg,77kg,177,2018년 01월 19일,2018년 01월 19일,예,월 2회,0개월,아니요
강우성,male,01037657311,40,0,0,179,2018년 02월 26일,2018년 02월 26일,아니오,주 1회,0개월,아니요
조수진,여성,010-1566-1123,23,60kg,50kg,0,2018년 01월 18일,2018년 01월 18일,아니오,월 2회,0개월,아니요
손채우,여성,01015717861,25,56,50,168,2018년 01월 26일,2018년 01월 26일,아니오,월 1회,3개월,아니요
장시율,남,010-5442-8116,39,82,73,188,2018년 02월 15일,2018년 02월 15일,아니오,월 2회,12개월,아니요
문설희,여,01025145885,26,60,52,162,2018년 01월 06일,2018년 01월 06일,아니오,월 1회,0개월,아니요
배설희,여,010-2892-1259,,62,60,178,2018년 02월 06일,2018년 05월 08일,예,주 1회,0개월,아니요
신승예,여성,010-2382-9825,40,62,56,174,2018년 02월 18일,2018년 05월 22일,아니오,월 1회,0개월,아니요
한진영,남성,010-9812-1651,37,83,80,177,2018년 01월 20일,2018년 01월 20일,예,월 1회,3개월,아니요
안찬 율,남,010-8357-1156,35,76,66,187,2018년 01월 08일,2018년 01월 08일,아니오,월 2회,0개월,아니요
문준성,남성,010-8792-5689,,0,0,180,2018년 01월 18일,2018년 04월 16일,아니오,안 마심,0개월,아니요
고슬민,여,01028942659,28,55,48,164 cm,2018년 01월 15일,2018년 01월 15일,아니오,월 2회,6개월,아니요
조주찬,남성,010-8743-3149,36,77 kg,72 kg,175,2018년 01월 04일,2018년 01월 04일,예,주 1회,0개월,아니요
정슬희,female,01044494172,32,61,57,0,2018년 01월 28일,2018년 01월 28일,예,월 2회,0개월,아니요
안시환,남,010-2736-5398,37,82,81,179,2018년 02월 26일,2018년 02월 26일,예,안 마심,0개월,아니요
전지빈,남,010-4678-7587,42,0,0,171,2018년 02월 13일,2018년 03월 30일,아니오,주 1회,3개월,아니요
장초윤,여성,01096195697,30,63kg,53kg,165,2018년 01월 08일,2018년 03월 16일,아니오,월 2회,0개월,아니요
오은규,남성,010-2358-8737,,78kg,69kg,174,2018년 01월 31일,2018년 01월 31일,아니오,월 1회,0개월,아니요
안윤후,남성,010-2598-4841,6,0,0,173,2018년 01월 13일,2018년 01월 13일,예,안 마심,0개월,아니요
신주빈,남성,01023929116,35,76,71,179,2018년 01월 18일,2018년 03월 16일,아니오,월 1회,0개월,아니요
장슬은,여,010-6134-5478,33세,56,54,165,2018년 01월 24일,2018년 01월 24일,예,안 마심,0개월,아니요
조찬호,남,01098884948,44,80,77,0,2018년 01월 15일,2018년 01월 15일,아니오,월 1회,0개월,예
임윤찬,남,010-3716-7653,,86,76,181,2018년 01월 26일,2018년 01월 26일,예,주 1회,0개월,아니요
조윤후,남,010-2353-3279,6,81,72,172cm,2018년 01월 09일,2018년 01월 09일,아니오,월 1회,0개월,아니요
유민성,남,01099697867,37,79,71,178,2018년 01월 29일,2018년 03월 12일,예,주 1회,0개월,아니요
송윤호,남성,010-8249-3919,35,82kg,75kg,178,2018년 02월 01일,2018년 02월 01일,아니오,월 2회,3개월,아니요
송수민,남성,01047253715,21,0,0,176,2018년 01월 20일,2018년 01월 20일,예,주 2회,0개월,아니요
오준연,남성,010-5444-4694,30,77 kg,70 kg,0,2018년 02월 08일,2018년 02월 08일,예,월 2회,0개월,아니요
김윤 채,남성,010-5149-8982,34,79,71,168,2018년 02월 23일,2018년 02월 23일,아니오,주 1회,0개월,아니요
고성수,남성,010-8433-4941,35,83,74,178cm,2018년 01월 23일,2018년 01월 23일,아니오,월 1회,0개월,아니요
김재호,남성,010-4744-2823,34,82,78,170,2018년 01월 25일,2018년 01월 25일,아니오,주 1회,0개월,아니요
서수현,여성,010-8979-5358,19세,67 kg,62 kg,0,2018년 01월 20일,2018년 01월 20일,아니오,월 2회,0개월,아니요
조태윤,Male,010-9758-7174,49,71,61,183,2018년 02월 25일,2018년 03월 03일,아니오,주 1회,3개월,예
최선아,여성,010-9541-7777,27,59,57,0,2018년 01월 11일,2018년 04월 16일,아니오,주 1회,0개월,아니요
임진호,남성,unknown,30,82,77,173,2018년 01월 04일,2018년 01월 04일,아니오,월 2회,0개월,아니요
신승희,여성,01098617238,29,56 kg,51 kg,162,2018년 02월 13일,2018년 02월 21일,아니오,월 2회,0개월,아니요
신지율,남성,010-8476-2255,,78,72,178,2018년 02월 20일,2018년 05월 25일,아니오,월 2회,0개월,아니요
한수지,여,01017759667,33,54,45,166,2018년 02월 10일,2018년 02월 10일,아니오,주 2회,0개월,아니요
최원혁,남성,010-6654-6927,34,80,73,0,2018년 02월 01일,2018년 02월 01일,아니오,주 1회,0개월,아니요
유은찬,남성,010-4153-9781,,81,74,179 cm,2018년 01월 24일,2018년 01월 24일,아니오,주 1회,0개월,아니요
